Steamworks/EResult/k_EResultBanned,The user is VAC2 banned.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steamworks/EResult/k_EResultAccountNotFound,Account not found.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steamworks/EResult/k_EResultInvalidSteamID,The Steam ID was invalid.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steamworks/EResult/k_EResultServiceUnavailable,The requested service is currently unavailable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steamworks/EResult/k_EResultNotLoggedOn,The user is not logged on.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steamworks/EResult/k_EResultPending,"Request is pending, it may be in process or waiting on third party.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steamworks/EResult/k_EResultEncryptionFailure,Encryption or Decryption failed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steamworks/EResult/k_EResultInsufficientPrivilege,Insufficient privilege.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steamworks/EResult/k_EResultLimitExceeded,超出限额。请检查下列情况：\n1.图标大小是否超过了1M。\n2.资源包体积是否超出了限额。\n3.是否已经上传了过多的资源包。,Too much of a good thing.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steamworks/EResult/k_EResultRevoked,Access has been revoked (used for revoked guest passes.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steamworks/EResult/k_EResultExpired,License/Guest pass the user is trying to access is expired.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steamworks/EResult/k_EResultAlreadyRedeemed,"Guest pass has already been redeemed by account, cannot be used again.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steamworks/EResult/k_EResultDuplicateRequest,"The request is a duplicate and the action has already occurred in the past, ignored this time.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steamworks/EResult/k_EResultAlreadyOwned,All the games in this guest pass redemption request are already owned by the user.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steamworks/EResult/k_EResultIPNotFound,IP address not found.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steamworks/EResult/k_EResultPersistFailed,Failed to write change to the data store.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steamworks/EResult/k_EResultLockingFailed,Failed to acquire access lock for this operation.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steamworks/EResult/k_EResultLogonSessionReplaced,The logon session has been replaced.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steamworks/EResult/k_EResultConnectFailed,Failed to connect.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steamworks/EResult/k_EResultHandshakeFailed,The authentication handshake has failed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steamworks/EResult/k_EResultIOFailure,There has been a generic IO failure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steamworks/EResult/k_EResultRemoteDisconnect,The remote server has disconnected.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steamworks/EResult/k_EResultShoppingCartNotFound,Failed to find the shopping cart requested.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steamworks/EResult/k_EResultBlocked,A user blocked the action.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steamworks/EResult/k_EResultIgnored,The target is ignoring sender.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steamworks/EResult/k_EResultNoMatch,Nothing matching the request found.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steamworks/EResult/k_EResultAccountDisabled,The account is disabled.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steamworks/EResult/k_EResultServiceReadOnly,This service is not accepting content changes right now.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steamworks/EResult/k_EResultAccountNotFeatured,"Account doesn't have value, so this feature isn't available.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steamworks/EResult/k_EResultAdministratorOK,"Allowed to take this action, but only because requester is admin.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steamworks/EResult/k_EResultContentVersion,A Version mismatch in content transmitted within the Steam protocol.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steamworks/EResult/k_EResultTryAnotherCM,"The current CM can't service the user making a request, user should try another.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steamworks/EResult/k_EResultPasswordRequiredToKickSession,"You are already logged in elsewhere, this cached credential login has failed.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steamworks/EResult/k_EResultAlreadyLoggedInElsewhere,The user is logged in elsewhere. (Use k_EResultLoggedInElsewhere instead!),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steamworks/EResult/k_EResultSuspended,Long running operation has suspended/paused. (eg. content download.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steamworks/EResult/k_EResultCancelled,"Operation has been canceled, typically by user. (eg. a content download.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steamworks/EResult/k_EResultDataCorruption,Operation canceled because data is ill formed or unrecoverable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steamworks/EResult/k_EResultDiskFull,Operation canceled - not enough disk space.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steamworks/EResult/k_EResultRemoteCallFailed,The remote or IPC call has failed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steamworks/EResult/k_EResultPasswordUnset,Password could not be verified as it's unset server side.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steamworks/EResult/k_EResultExternalAccountUnlinked,"External account (PSN, Facebook...) is not linked to a Steam account.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steamworks/EResult/k_EResultPSNTicketInvalid,PSN ticket was invalid.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steamworks/EResult/k_EResultExternalAccountAlreadyLinked,"External account (PSN, Facebook...) is already linked to some other account, must explicitly request to replace/delete the link first.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steamworks/EResult/k_EResultRemoteFileConflict,The sync cannot resume due to a conflict between the local and remote files.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steamworks/EResult/k_EResultIllegalPassword,The requested new password is not allowed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steamworks/EResult/k_EResultSameAsPreviousValue,New value is the same as the old one. This is used for secret question and answer.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steamworks/EResult/k_EResultAccountLogonDenied,Account login denied due to 2nd factor authentication failure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steamworks/EResult/k_EResultCannotUseOldPassword,The requested new password is not legal.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steamworks/EResult/k_EResultInvalidLoginAuthCode,Account login denied due to auth code invalid.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steamworks/EResult/k_EResultAccountLogonDeniedNoMail,Account login denied due to 2nd factor auth failure - and no mail has been sent.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steamworks/EResult/k_EResultHardwareNotCapableOfIPT,The users hardware does not support Intel's Identity Protection Technology (IPT).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steamworks/EResult/k_EResultIPTInitError,Intel's Identity Protection Technology (IPT) has failed to initialize.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steamworks/EResult/k_EResultParentalControlRestricted,Operation failed due to parental control restrictions for current user.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steamworks/EResult/k_EResultFacebookQueryError,Facebook query returned an error.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steamworks/EResult/k_EResultExpiredLoginAuthCode,Account login denied due to an expired auth code.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steamworks/EResult/k_EResultIPLoginRestrictionFailed,The login failed due to an IP restriction.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steamworks/EResult/k_EResultAccountLockedDown,The current users account is currently locked for use. This is likely due to a hijacking and pending ownership verification.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steamworks/EResult/k_EResultAccountLogonDeniedVerifiedEmailRequired,The logon failed because the accounts email is not verified.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steamworks/EResult/k_EResultNoMatchingURL,There is no URL matching the provided values.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steamworks/EResult/k_EResultBadResponse,"Bad Response due to a Parse failure, missing field, etc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steamworks/EResult/k_EResultRequirePasswordReEntry,The user cannot complete the action until they re-enter their password.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steamworks/EResult/k_EResultValueOutOfRange,The value entered is outside the acceptable range.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steamworks/EResult/k_EResultUnexpectedError,Something happened that we didn't expect to ever happen.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steamworks/EResult/k_EResultDisabled,The requested service has been configured to be unavailable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steamworks/EResult/k_EResultInvalidCEGSubmission,The files submitted to the CEG server are not valid.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steamworks/EResult/k_EResultRestrictedDevice,The device being used is not allowed to perform this action.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steamworks/EResult/k_EResultRegionLocked,The action could not be complete because it is region restricted.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steamworks/EResult/k_EResultRateLimitExceeded,"Temporary rate limit exceeded, try again later, different from k_EResultLimitExceeded which may be permanent.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steamworks/EResult/k_EResultAccountLoginDeniedNeedTwoFactor,Need two-factor code to login.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steamworks/EResult/k_EResultItemDeleted,The thing we're trying to access has been deleted.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steamworks/EResult/k_EResultAccountLoginDeniedThrottle,"Login attempt failed, try to throttle response to possible attacker.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steamworks/EResult/k_EResultTwoFactorCodeMismatch,Two factor authentication (Steam Guard) code is incorrect.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steamworks/EResult/k_EResultTwoFactorActivationCodeMismatch,The activation code for two-factor authentication (Steam Guard) didn't match.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steamworks/EResult/k_EResultAccountAssociatedToMultiplePartners,The current account has been associated with multiple partners.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steamworks/EResult/k_EResultNotModified,The data has not been modified.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steamworks/EResult/k_EResultNoMobileDevice,The account does not have a mobile device associated with it.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steamworks/EResult/k_EResultTimeNotSynced,The time presented is out of range or tolerance.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steamworks/EResult/k_EResultSmsCodeFailed,"SMS code failure - no match, none pending, etc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steamworks/EResult/k_EResultAccountLimitExceeded,Too many accounts access this resource.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steamworks/EResult/k_EResultAccountActivityLimitExceeded,Too many changes to this account.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steamworks/EResult/k_EResultPhoneActivityLimitExceeded,Too many changes to this phone.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steamworks/EResult/k_EResultRefundToWallet,"Cannot refund to payment method, must use wallet.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steamworks/EResult/k_EResultEmailSendFailure,Cannot send an email.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steamworks/EResult/k_EResultNotSettled,Can't perform operation until payment has settled.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steamworks/EResult/k_EResultNeedCaptcha,The user needs to provide a valid captcha.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steamworks/EResult/k_EResultGSLTDenied,A game server login token owned by this token's owner has been banned.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steamworks/EResult/k_EResultGSOwnerDenied,"Game server owner is denied for some other reason such as account locked, community ban, vac ban, missing phone, etc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steamworks/EResult/k_EResultInvalidItemType,The type of thing we were requested to act on is invalid.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steamworks/EResult/k_EResultIPBanned,The IP address has been banned from taking this action.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steamworks/EResult/k_EResultGSLTExpired,This Game Server Login Token (GSLT) has expired from disuse; it can be reset for use.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steamworks/EResult/k_EResultInsufficientFunds,user doesn't have enough wallet funds to complete the action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steamworks/EResult/k_EResultTooManyPending,There are too many of this thing pending already,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
